location,parameter,Units,times,value_mean,value_std
beach2_tower,AirTemp,F,7/25/2007,67.92291666666667,3.147842390159739
beach2_tower,AirTemp,F,7/26/2007,69.44999999999999,1.6601878737732558
beach2_tower,AirTemp,F,7/27/2007,70.98680555555556,3.438983557096904
beach2_tower,AirTemp,F,7/28/2007,71.52777777777777,2.7976624719424783
beach2_tower,AirTemp,F,7/29/2007,73.51111111111112,4.168246786633583
beach2_tower,AirTemp,F,7/30/2007,73.50277777777778,3.926509231808168
beach2_tower,AirTemp,F,7/31/2007,74.15138888888889,4.102940888146434
beach2_tower,AirTemp,F,8/1/2007,76.10833333333333,2.656105251095127
beach2_tower,AirTemp,F,8/2/2007,79.03958333333334,2.4796012185021152
beach2_tower,AirTemp,F,8/3/2007,77.40902777777778,2.361370740787397
beach2_tower,AirTemp,F,8/4/2007,71.95625000000001,3.315564455314158
beach2_tower,AirTemp,F,8/5/2007,71.20902777777778,3.5153392776495025
beach2_tower,AirTemp,F,8/6/2007,74.20625000000001,1.3754703582025012
beach2_tower,AirTemp,F,8/7/2007,75.12708333333333,2.0733142533169135
beach2_tower,AirTemp,F,8/8/2007,76.36805555555556,1.9003368408732326
beach2_tower,AirTemp,F,8/9/2007,72.71458333333334,2.1518237101863855
beach2_tower,AirTemp,F,8/10/2007,73.02986111,2.3034203774214683
beach2_tower,AirTemp,F,8/11/2007,72.27152777777778,3.7465259095369143
beach2_tower,AirTemp,F,8/12/2007,72.06736111111111,3.1088376138432037
beach2_tower,AirTemp,F,8/13/2007,71.51249999999999,2.7116654237994338
beach2_tower,AirTemp,F,8/14/2007,70.04236111111112,4.521612124491783
beach2_tower,AirTemp,F,8/15/2007,72.69513888888889,1.3617312028028419
beach2_tower,AirTemp,F,8/16/2007,74.90277777777777,1.8315778838688637
beach2_tower,AirTemp,F,8/17/2007,70.19722222222222,4.217262964922496
beach2_tower,AirTemp,F,8/18/2007,63.11944444444445,1.7856568311325434
beach2_tower,AirTemp,F,8/19/2007,60.106944444444444,1.2585179861120483
beach2_tower,AirTemp,F,8/20/2007,60.18541666666667,0.908542886
beach2_tower,AirTemp,F,8/21/2007,66.58472222222223,2.7495535414944428
beach2_tower,AirTemp,F,8/22/2007,71.75763888888889,4.631023084130506
beach2_tower,AirTemp,F,8/23/2007,76.37083333333334,3.3250663803248237
beach2_tower,AirTemp,F,8/24/2007,76.88402777777777,3.0860313118897964
beach2_tower,AirTemp,F,8/25/2007,73.08819444444445,3.4473156989693523
beach2_tower,AirTemp,F,8/26/2007,67.58888888888889,1.9143956343741155
beach2_tower,AirTemp,F,8/27/2007,68.78472222222223,4.649359974668369
beach2_tower,AirTemp,F,8/28/2007,71.00694444444444,4.2135089570520305
beach2_tower,AirTemp,F,8/29/2007,76.34305555555555,3.4019873413958845
beach2_tower,AirTemp,F,8/30/2007,69.36805555555556,3.3270800902536113
beach2_tower,AirTemp,F,8/31/2007,67.27847222222222,4.558465009625293
beach2_tower,AirTemp,F,9/1/2007,65.50902777777777,5.320759097145093
beach2_tower,AirTemp,F,9/2/2007,67.0875,5.109936501459783
beach2_tower,AirTemp,F,9/3/2007,70.70972222222223,3.253600897992683
beach2_tower,AirTemp,F,9/4/2007,69.75972222222222,3.4669532672455983
beach2_tower,AirTemp,F,9/5/2007,72.19513888888889,3.546402291244502
beach2_tower,AirTemp,F,9/6/2007,81.07777777777778,6.840218828999079
beach2_tower,AirTemp,F,9/7/2007,81.35694444444444,3.927002678742393
beach2_tower,AirTemp,F,9/8/2007,73.63749999999999,1.8559627965284828
beach2_tower,AirTemp,F,9/9/2007,68.37430555555555,1.102682459
beach2_tower,AirTemp,F,9/10/2007,67.42777777777778,1.6549753106748253
beach2_tower,AirTemp,F,9/11/2007,66.44236111111111,1.6591589351787082
beach2_tower,AirTemp,F,9/12/2007,59.17986111111111,2.348800612278384
beach2_tower,AirTemp,F,9/13/2007,61.75763888888889,5.351368427
beach2_tower,AirTemp,F,9/14/2007,67.975,6.936328808718445
beach2_tower,AirTemp,F,9/15/2007,56.06458333333333,1.3711038251353174
beach2_tower,AirTemp,F,9/16/2007,55.611805555555556,4.248660776702861
beach2_tower,AirTemp,F,9/17/2007,58.91319444444444,6.3850376512657165
beach2_tower,AirTemp,F,9/18/2007,63.75694444444444,5.9082335909071935
beach2_tower,AirTemp,F,9/19/2007,70.32112676056339,6.671627561865492
beach2_tower,AirTemp,F,9/20/2007,68.48472222222222,2.6816736096835787
beach2_tower,AirTemp,F,9/21/2007,72.45763888888888,3.7270993963999515
beach2_tower,AirTemp,F,9/22/2007,69.13125,4.330901628539258
beach2_tower,AirTemp,F,9/23/2007,63.010416666666664,5.278690751
beach2_tower,AirTemp,F,9/24/2007,68.94791666666667,4.703130466913617
beach2_tower,AirTemp,F,9/25/2007,76.72222222222223,3.7771940679815494
beach2_tower,AirTemp,F,9/26/2007,70.11180555555556,1.6402070706634018
beach2_tower,AirTemp,F,9/27/2007,65.10277777777777,2.2775567956178513
beach2_tower,AirTemp,F,9/28/2007,62.80972222222223,1.8702424750034181
beach2_tower,AirTemp,F,9/29/2007,59.724999999999994,3.691636739737786
beach2_tower,AirTemp,F,9/30/2007,64.48958333333333,6.163106095813353
beach2_tower,AirTemp,F,10/1/2007,68.49930555555555,5.499885523637363
beach2_tower,AirTemp,F,10/2/2007,65.89027777777778,3.5565230023656316
beach2_tower,AirTemp,F,10/3/2007,67.24375,2.870533167259298
beach2_tower,AirTemp,F,10/4/2007,66.46180555555556,3.395925088496821
beach2_tower,AirTemp,F,10/5/2007,71.82152777777777,2.0431418009534688
beach2_tower,AirTemp,F,10/6/2007,74.91666666666667,1.7584958607593295
beach2_tower,AirTemp,F,10/7/2007,71.89236111111111,1.2761984555928163
beach2_tower,AirTemp,F,10/8/2007,75.89722222222223,1.6626268054881947
beach2_tower,AirTemp,F,10/9/2007,67.34583333333333,4.829496708927144
beach2_tower,AirTemp,F,10/10/2007,54.39930555555556,4.543149711883181
beach2_tower,AirTemp,F,10/11/2007,52.141666666666666,4.086041393051991
beach2_tower,AirTemp,F,10/12/2007,50.484722222222224,1.9683268051343517
beach2_tower,AirTemp,F,10/13/2007,53.55833333333333,3.856272703121381
beach2_tower,AirTemp,F,10/14/2007,54.605555555555554,3.025249866066727
beach2_tower,AirTemp,F,10/15/2007,57.074999999999996,3.199967220111818
beach2_tower,AirTemp,F,10/16/2007,60.943749999999994,3.8564398733162495
beach2_tower,AirTemp,F,10/17/2007,62.94305555555555,1.6899808737187998
beach2_tower,AirTemp,F,10/18/2007,69.51875000000001,4.032507223860789
beach2_tower,AirTemp,F,10/19/2007,68.09444444444445,4.0345843674250945
beach2_tower,AirTemp,F,10/20/2007,60.24236111111111,2.0434298556546007
beach2_tower,AirTemp,F,10/21/2007,69.45763888888888,6.379957470331007
beach2_tower,AirTemp,F,10/22/2007,68.48124999999999,5.4355469324204675
beach2_tower,AirTemp,F,10/23/2007,54.49027777777778,3.898884894274685
beach2_tower,AirTemp,F,10/24/2007,54.20972222222222,1.790507973570296
beach2_tower,AirTemp,F,10/25/2007,54.818749999999994,3.0727079410365645
beach2_tower,AirTemp,F,10/26/2007,56.59513888888889,1.256275428639334
beach2_tower,AirTemp,F,10/27/2007,55.53680555555556,2.9821789219907893
beach2_tower,AirTemp,F,10/28/2007,48.49027777777778,2.5923048967173363
beach2_tower,AirTemp,F,10/29/2007,48.40972222222222,5.514891720743995
beach2_tower,AirTemp,F,10/30/2007,53.006249999999994,4.450712502871508
beach2_tower,AirTemp,F,10/31/2007,58.891666666666666,5.469578933180661
beach2_tower,AirTemp,F,11/1/2007,49,3.016388801
beach2_tower,AirTemp,F,11/2/2007,44.5125,4.203409788035641
beach2_tower,AirTemp,F,11/3/2007,48.43188405797102,5.379984336493181
beach2_tower,AirTemp,F,11/4/2007,46.21319444444444,2.5738938564565093
beach2_tower,AirTemp,F,11/5/2007,46.85625,4.455509965867434
beach2_tower,AirTemp,F,11/6/2007,40.456944444444446,4.340904046503212
beach2_tower,AirTemp,F,11/7/2007,40.06805555555556,1.7173183183912633
beach2_tower,AirTemp,F,11/8/2007,41.111805555555556,3.2134006239992217
beach2_tower,AirTemp,F,11/9/2007,40.736111111111114,2.0830186242486173
beach2_tower,AirTemp,F,11/10/2007,40.393055555555556,1.9711078414856225
beach2_tower,AirTemp,F,11/11/2007,42.75763888888889,3.448554574296841
beach2_tower,AirTemp,F,11/12/2007,51.41597222222222,3.426626778064135
beach2_tower,AirTemp,F,11/13/2007,49.150000000000006,2.2253781009769225
beach2_tower,AirTemp,F,11/14/2007,54.681250000000006,1.9659325355326265
beach2_tower,AirTemp,F,11/15/2007,45.00069444444445,2.869869920489135
beach2_tower,AirTemp,F,11/16/2007,39.638888888888886,1.0506149455398859
beach2_tower,AirTemp,F,11/17/2007,38.42847222222222,1.717685188
beach2_tower,AirTemp,F,11/18/2007,39.256249999999994,1.477605261120949
beach2_tower,AirTemp,F,11/19/2007,42.5,3.744945311298341
beach2_tower,AirTemp,F,11/20/2007,51.86944444444444,3.964233058883363
beach2_tower,AirTemp,F,11/21/2007,51.81597222222222,8.027040517385883
beach2_tower,AirTemp,F,11/22/2007,36.46597222222223,3.8198810656702937
beach2_tower,AirTemp,F,11/23/2007,31.45902777777778,1.547947578413656
beach2_tower,AirTemp,F,11/24/2007,33.37986111111111,1.9967308898069485
beach2_tower,AirTemp,F,11/25/2007,37.46319444444444,3.3740835902234334
beach2_tower,AirTemp,F,11/26/2007,40.78125,1.013335470722197
beach2_tower,AirTemp,F,11/27/2007,38.979166666666664,3.927469603003618
beach2_tower,AirTemp,F,11/28/2007,39.38611111111111,6.185451135511921
beach2_tower,AirTemp,F,11/29/2007,38.58472222222222,5.002549272420936
beach2_tower,AirTemp,F,11/30/2007,34.443356643356644,4.644375053709103
beach2_tower,AirTemp,F,12/1/2007,28.039583333333333,1.3889281851472761
beach2_tower,AirTemp,F,12/2/2007,41.33263888888889,5.975308516611247
beach2_tower,AirTemp,F,12/3/2007,34.18263888888889,3.446784857617439
beach2_tower,AirTemp,F,12/4/2007,30.480555555555554,0.5575016419779247
beach2_tower,AirTemp,F,12/5/2007,25.714084507042255,1.0130770170393257
beach2_tower,AirTemp,F,12/6/2007,26.036805555555556,2.1938166929364615
beach2_tower,AirTemp,F,12/7/2007,31.036805555555556,3.5745946325565074
beach2_tower,AirTemp,F,12/8/2007,33.71944444444445,1.727210362
beach2_tower,AirTemp,F,12/9/2007,32.575694444444444,0.5041431875324317
beach2_tower,AirTemp,F,12/10/2007,34.94722222222222,0.7941168683648463
beach2_tower,AirTemp,F,12/11/2007,38.66458333333333,3.2621257119919846
beach2_tower,AirTemp,F,12/12/2007,34.919444444444444,2.022401736
beach2_tower,AirTemp,F,12/13/2007,34.388888888888886,2.477566793920436
beach2_tower,AirTemp,F,12/14/2007,33.333333333333336,3.547598419417651
beach2_tower,AirTemp,F,12/15/2007,28.4,2.6554074661318587
beach2_tower,AirTemp,F,12/16/2007,31.46388888888889,4.2168428701771425
beach2_tower,AirTemp,F,12/17/2007,28.263194444444444,3.116227469272526
beach2_tower,AirTemp,F,12/18/2007,30.984722222222224,5.848140215337176
beach2_tower,AirTemp,F,12/19/2007,37.22847222222222,1.4044715400873424
beach2_tower,AirTemp,F,12/20/2007,34.41875,1.5757768092111142
beach2_tower,AirTemp,F,12/21/2007,37.515277777777776,3.948290228250156
beach2_tower,AirTemp,F,12/22/2007,43.75,2.1779569563002235
beach2_tower,AirTemp,F,12/23/2007,40.31111111111111,8.333210256
beach2_tower,AirTemp,F,12/24/2007,31.418055555555554,0.9890769008389155
beach2_tower,AirTemp,F,12/25/2007,31.96875,1.5603240092961472
beach2_tower,AirTemp,F,12/26/2007,33.07013888888889,2.7172353252419623
beach2_tower,AirTemp,F,12/27/2007,37.03263888888889,0.7692362810602856
beach2_tower,AirTemp,F,12/28/2007,38.702083333333334,3.7348944012931886
beach2_tower,AirTemp,F,12/29/2007,35.69027777777777,1.8870304285792125
beach2_tower,AirTemp,F,12/30/2007,32.984027777777776,1.1375758297598273
beach2_tower,AirTemp,F,12/31/2007,35.595238095238095,1.6914305019293907
beach2_tower,AirTemp,F,1/1/2008,33.169444444444444,2.799757176728046
beach2_tower,AirTemp,F,1/2/2008,22.73846153846154,2.1636212171721776
beach2_tower,AirTemp,F,1/3/2008,22.0875,2.087152676185027
beach2_tower,AirTemp,F,1/4/2008,28.797222222222224,6.118102732
beach2_tower,AirTemp,F,1/5/2008,38.431250000000006,1.5336536543393708
beach2_tower,AirTemp,F,1/6/2008,49.46736111111111,5.023118996808597
beach2_tower,AirTemp,F,1/7/2008,61.462500000000006,2.847839937161542
beach2_tower,AirTemp,F,1/8/2008,58.545138888888886,6.229467867
beach2_tower,AirTemp,F,1/9/2008,40.69444444444444,4.927783055598721
beach2_tower,AirTemp,F,1/10/2008,38.80486111111111,3.483012317771761
beach2_tower,AirTemp,F,1/11/2008,42.208333333333336,4.705516774158611
beach2_tower,AirTemp,F,1/12/2008,35.58541666666667,1.962657280678056
beach2_tower,AirTemp,F,1/13/2008,37.02013888888889,2.285361744287609
beach2_tower,AirTemp,F,1/14/2008,32.81319444444445,1.6569095221900743
beach2_tower,AirTemp,F,1/15/2008,30.724999999999998,2.0383559809059624
beach2_tower,AirTemp,F,1/16/2008,30.75069444444445,0.9351710907208212
beach2_tower,AirTemp,F,1/17/2008,35.357638888888886,2.7713463911492178
beach2_tower,AirTemp,F,1/18/2008,29.12152777777778,2.6287853345009577
beach2_tower,AirTemp,F,1/19/2008,23.82986111111111,3.869317712594115
beach2_tower,AirTemp,F,1/20/2008,15.512500000000001,1.7031798725682725
beach2_tower,AirTemp,F,1/21/2008,19.405555555555555,3.525606187579515
beach2_tower,AirTemp,F,1/22/2008,30.1875,2.189609123082951
beach2_tower,AirTemp,F,1/23/2008,20.860416666666666,1.8003581131720245
beach2_tower,AirTemp,F,1/24/2008,22.44375,0.7057920958168102
beach2_tower,AirTemp,F,1/25/2008,20.80625,2.255660130067827
beach2_tower,AirTemp,F,1/26/2008,24.116783216783215,3.120355388164739
beach2_tower,AirTemp,F,1/27/2008,29.724475524475526,1.6950307148829853
beach2_tower,AirTemp,F,1/28/2008,35.143055555555556,5.826448651
beach2_tower,AirTemp,F,1/29/2008,46.61736111111111,3.2634729851235122
beach2_tower,AirTemp,F,1/30/2008,23.192857142857143,5.184032524671805
beach2_tower,AirTemp,F,1/31/2008,24.759027777777778,3.4547304792903373
beach2_tower,AirTemp,F,2/1/2008,34.69444444444444,2.1366524296861154
beach2_tower,AirTemp,F,2/2/2008,31.87847222222222,0.543513974
beach2_tower,AirTemp,F,2/3/2008,32.6875,0.721001149
beach2_tower,AirTemp,F,2/4/2008,41.42638888888889,7.492653615199238
beach2_tower,AirTemp,F,2/5/2008,41.85277777777778,7.566182994
beach2_tower,AirTemp,F,2/6/2008,33.15416666666667,1.0392220732271378
beach2_tower,AirTemp,F,2/7/2008,28.32361111111111,2.058038515922997
beach2_tower,AirTemp,F,2/8/2008,32.420138888888886,1.4356392723923115
beach2_tower,AirTemp,F,2/9/2008,36.18541666666667,2.6084577001413303
beach2_tower,AirTemp,F,2/10/2008,17.7125,8.635217167186676
beach2_tower,AirTemp,F,2/11/2008,10.455555555555556,1.4658240851617392
beach2_tower,AirTemp,F,2/12/2008,21.887412587412587,8.584426343822656
beach2_tower,AirTemp,F,2/13/2008,24.04236111111111,1.791689434451748
beach2_tower,AirTemp,F,2/14/2008,27.60979020979021,5.566832293743378
beach2_tower,AirTemp,F,2/15/2008,25.750694444444445,5.056063264848518
beach2_tower,AirTemp,F,2/16/2008,23.59722222222222,3.9949258803428136
beach2_tower,AirTemp,F,2/17/2008,43.90833333333333,6.3945617191813495
beach2_tower,AirTemp,F,2/18/2008,32.770833333333336,2.885237928160845
beach2_tower,AirTemp,F,2/19/2008,19.522222222222222,1.983866551894686
beach2_tower,AirTemp,F,2/20/2008,17.269444444444446,1.2654791390763624
beach2_tower,AirTemp,F,2/21/2008,17.745833333333334,3.962796833204895
beach2_tower,AirTemp,F,2/22/2008,24.302777777777777,2.053410754451173
beach2_tower,AirTemp,F,2/23/2008,23.022916666666667,2.796994359585383
beach2_tower,AirTemp,F,2/24/2008,25.406944444444445,2.7496128850932853
beach2_tower,AirTemp,F,2/25/2008,29.394444444444446,2.5023283640736027
beach2_tower,AirTemp,F,2/26/2008,30.217361111111114,2.286485985610485
beach2_tower,AirTemp,F,2/27/2008,15.072916666666666,2.206101480272096
beach2_tower,AirTemp,F,2/28/2008,13.291666666666666,2.250392351183617
beach2_tower,AirTemp,F,2/29/2008,27.740972222222222,7.593965337
beach2_tower,AirTemp,F,3/1/2008,27.505555555555556,2.6455339799084174
beach2_tower,AirTemp,F,3/2/2008,33.50069444444445,7.829695101886176
beach2_tower,AirTemp,F,3/3/2008,51.256249999999994,10.641847194603328
beach2_tower,AirTemp,F,3/4/2008,30.190277777777776,0.9978522000822642
beach2_tower,AirTemp,F,3/5/2008,28.707638888888887,1.6769135760122365
beach2_tower,AirTemp,F,3/6/2008,33.65972222222222,2.766389670746304
beach2_tower,AirTemp,F,3/7/2008,28.695833333333333,2.3990637742684098
beach2_tower,AirTemp,F,3/8/2008,24.23165467625899,2.7444551733865152
beach2_tower,AirTemp,F,3/9/2008,21.61449275362319,3.3848859154380766
beach2_tower,AirTemp,F,3/10/2008,27.55902777777778,2.771821576575565
beach2_tower,AirTemp,F,3/11/2008,28.903472222222224,5.642786263045214
beach2_tower,AirTemp,F,3/12/2008,30.32222222222222,2.9948077315369135
beach2_tower,AirTemp,F,3/13/2008,37.21944444444445,6.201830068027994
beach2_tower,AirTemp,F,3/14/2008,40.96805555555555,5.001980765388014
beach2_tower,AirTemp,F,3/15/2008,32.15833333333333,1.083667690916207
beach2_tower,AirTemp,F,3/16/2008,29.998611111111114,3.1088186345062487
beach2_tower,AirTemp,F,3/17/2008,28.608333333333334,6.002790726278609
beach2_tower,AirTemp,F,3/18/2008,41.63472222222222,1.9024209620127472
beach2_tower,AirTemp,F,3/19/2008,37.16458333333333,5.812278645
beach2_tower,AirTemp,F,3/20/2008,30.948611111111113,0.9489770798378127
beach2_tower,AirTemp,F,3/21/2008,29.57569444444444,1.2188637680249086
beach2_tower,AirTemp,F,3/22/2008,27.772222222222222,1.6592796669666634
beach2_tower,AirTemp,F,3/23/2008,27.827083333333334,2.8107988250611298
beach2_tower,AirTemp,F,3/24/2008,26.331249999999997,2.088378390210763
beach2_tower,AirTemp,F,3/25/2008,37.204166666666666,6.996391427514113
beach2_tower,AirTemp,F,3/26/2008,35.87708333333333,1.718460798936796
beach2_tower,AirTemp,F,3/27/2008,36.984027777777776,3.541219085937439
beach2_tower,AirTemp,F,3/28/2008,30.685416666666665,2.0435800462899403
beach2_tower,AirTemp,F,3/29/2008,29.338194444444444,2.8533625490029904
beach2_tower,AirTemp,F,3/30/2008,43.87569444444445,7.600315106899501
beach2_tower,AirTemp,F,3/31/2008,53.47013888888889,7.3969383182551525
beach2_tower,AirTemp,F,4/1/2008,45.74791666666667,11.666705773327726
beach2_tower,AirTemp,F,4/2/2008,31.61180555555556,1.1338711787671645
beach2_tower,AirTemp,F,4/3/2008,42.03819444444444,5.846581650579415
beach2_tower,AirTemp,F,4/4/2008,37.40208333333333,2.3873931345760764
beach2_tower,AirTemp,F,4/5/2008,39.78055555555555,2.471269252261223
beach2_tower,AirTemp,F,4/6/2008,44.61527777777778,4.5340255110538745
beach2_tower,AirTemp,F,4/7/2008,54.037499999999994,6.289394725566678
beach2_tower,AirTemp,F,4/8/2008,50.05972222222223,5.047997864478798
beach2_tower,AirTemp,F,4/9/2008,48.08819444444444,5.974461927116977
beach2_tower,AirTemp,F,4/10/2008,42.269444444444446,2.496326749776002
beach2_tower,AirTemp,F,4/11/2008,56.173611111111114,11.414210172486467
beach2_tower,AirTemp,F,4/12/2008,42.92638888888889,2.409711879916628
beach2_tower,AirTemp,F,4/13/2008,38.423611111111114,2.074082023
beach2_tower,AirTemp,F,4/14/2008,38.74444444444444,1.5287811214074112
beach2_tower,AirTemp,F,4/15/2008,39.83472222222222,3.4680624655500805
beach2_tower,AirTemp,F,4/16/2008,52.91597222222222,4.561877039673163
beach2_tower,AirTemp,F,4/17/2008,59.04236111111111,1.9865836669744494
beach2_tower,AirTemp,F,4/18/2008,58.46875,2.5064802376675948
beach2_tower,AirTemp,F,4/19/2008,58.52152777777778,5.367698823198418
beach2_tower,AirTemp,F,4/20/2008,51.013194444444444,2.5647760988927355
beach2_tower,AirTemp,F,4/21/2008,58.37638889,5.303699541520885
beach2_tower,AirTemp,F,4/22/2008,62.022222222222226,3.456147749295056
beach2_tower,AirTemp,F,4/23/2008,57.740972222222226,5.688639312699669
beach2_tower,AirTemp,F,4/24/2008,54.232638888888886,4.75998516
beach2_tower,AirTemp,F,4/25/2008,67.65416666666667,4.935229074114581
beach2_tower,AirTemp,F,4/26/2008,58.459722222222226,9.216914516746558
beach2_tower,AirTemp,F,4/27/2008,50.72638888888889,2.0023757257339465
beach2_tower,AirTemp,F,4/28/2008,42.93194444444444,0.8475924586220565
beach2_tower,AirTemp,F,4/29/2008,41.18541666666667,1.6302631281890787
beach2_tower,AirTemp,F,4/30/2008,41.58402777777778,2.853623955174318
beach2_tower,AirTemp,F,5/1/2008,53.791666666666664,6.0221560621062995
beach2_tower,AirTemp,F,5/2/2008,60.52986111,5.660562623215492
beach2_tower,AirTemp,F,5/3/2008,59.977777777777774,7.122420469817358
beach2_tower,AirTemp,F,5/4/2008,46.450694444444444,1.7597678060351383
beach2_tower,AirTemp,F,5/5/2008,56.80833333333333,5.498766549548507
beach2_tower,AirTemp,F,5/6/2008,55.62916666666667,3.6806786201589454
beach2_tower,AirTemp,F,5/7/2008,64.07569444444444,7.249511645262318
beach2_tower,AirTemp,F,5/8/2008,49.02708333333333,1.6379340027006037
beach2_tower,AirTemp,F,5/9/2008,50.828472222222224,3.030882148916647
beach2_tower,AirTemp,F,5/10/2008,51.96597222222223,2.3291152975224474
beach2_tower,AirTemp,F,5/11/2008,55.22569444444444,3.615134204779994
beach2_tower,AirTemp,F,5/12/2008,48.5,1.2379206567658383
beach2_tower,AirTemp,F,5/13/2008,50.51111111111111,3.449984516254114
beach2_tower,AirTemp,F,5/14/2008,57.733333333333334,4.478729839923474
beach2_tower,AirTemp,F,5/15/2008,48.443749999999994,2.006901335897698
beach2_tower,AirTemp,F,5/16/2008,51.66041666666667,1.8801212113134569
beach2_tower,AirTemp,F,5/17/2008,54.556250000000006,3.179099550352092
beach2_tower,AirTemp,F,5/18/2008,48.92777777777778,1.5724660799678887
beach2_tower,AirTemp,F,5/19/2008,47.77569444444444,2.860687152225134
beach2_tower,AirTemp,F,5/20/2008,51.556643356643356,1.9507874697648284
beach2_tower,AirTemp,F,5/21/2008,46.83680555555556,2.2605385374749725
beach2_tower,AirTemp,F,5/22/2008,48.60347222222222,1.4355337300572528
beach2_tower,AirTemp,F,5/23/2008,50.49027777777778,1.873306020589113
beach2_tower,AirTemp,F,5/24/2008,52.08680555555556,2.5126601546639855
beach2_tower,AirTemp,F,5/25/2008,55.68541666666667,5.094491317
beach2_tower,AirTemp,F,5/26/2008,68.00555555555555,3.6857840258218877
beach2_tower,AirTemp,F,5/27/2008,53.19097222222222,4.027248330821454
beach2_tower,AirTemp,F,5/28/2008,49.81180555555555,3.2557747840482447
beach2_tower,AirTemp,F,5/29/2008,54.71875,5.111894380837622
beach2_tower,AirTemp,F,5/30/2008,67.61388888888888,9.632147595
beach2_tower,AirTemp,F,5/31/2008,62.64652777777778,2.248011186121918
beach2_tower,AirTemp,F,6/1/2008,57.92222222222222,0.9356531277384668
beach2_tower,AirTemp,F,6/2/2008,63.92638888888889,4.818263420897858
beach2_tower,AirTemp,F,6/3/2008,64.80555555555556,3.548559794096271
beach2_tower,AirTemp,F,6/4/2008,61.040277777777774,1.8267369144098886
beach2_tower,AirTemp,F,6/5/2008,75.87083333333334,7.818910866154374
beach2_tower,AirTemp,F,6/6/2008,81.78888888888889,4.834695572037718
beach2_tower,AirTemp,F,6/7/2008,75.57847222222222,2.749473266641855
beach2_tower,AirTemp,F,6/8/2008,74.40555555555555,3.5851242339862868
beach2_tower,AirTemp,F,6/9/2008,76.86736111111111,5.019525927815841
beach2_tower,AirTemp,F,6/10/2008,69.13611111111112,2.971440071658193
