,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC,4100-iSIC
1/1/2008 23:30,8,17.6,18.8,28.8,78,29.3,0,60456,0,0
1/1/2008 23:40,13,18.4,18.9,28.6,75,29.3,0,60456,0,0
1/1/2008 23:50,1,17.2,18.6,29,77,29.3,0,60456,0,0
1/2/2008 0:00,8,16.9,17.7,28.6,77,29.3,0,60456,0,0
1/2/2008 0:10,8,15.5,16.2,28.4,76,29.3,0,60456,0,0
1/2/2008 0:20,17,15.4,16.2,28.4,77,29.3,0,60456,0,0
1/2/2008 0:30,8,18.5,19.2,28.3,77,29.3,0,60456,0,0
1/2/2008 0:40,17,16.4,17.6,27.5,74,29.3,0,60456,0,0
1/2/2008 0:50,10,16.6,17.5,27.5,76,29.3,0,60456,0,0
1/2/2008 1:00,18,13.4,14,27,76,29.3,0,60456,0,0
1/2/2008 1:10,15,15.5,17.3,26.8,75,29.3,0,60456,0,0
1/2/2008 1:20,8,14.8,15.2,26.6,78,29.4,0,60456,0,0
1/2/2008 1:30,16,18,18.7,26.6,75,29.4,0,60456,0,0
1/2/2008 1:40,17,15.6,16.5,26.6,77,29.4,0,60456,0,0
1/2/2008 1:50,7,19.1,20.2,26.3,77,29.4,0,60456,0,0
1/2/2008 2:00,11,20.4,21,25.9,77,29.4,0,60456,0,0
1/2/2008 2:10,14,16.5,18.9,25.6,73,29.4,0,60456,0,0
1/2/2008 2:20,6,18.4,19.1,25.4,75,29.4,0,60456,0,0
1/2/2008 2:30,7,19.6,20,24.8,76,29.4,0,60456,0,0
1/2/2008 2:40,15,15.2,16.5,24.5,75,29.4,0,60456,0,0
1/2/2008 2:50,20,14.8,16.3,24.5,77,29.4,0,60456,0,0
1/2/2008 3:00,18,14.4,16.1,24.1,77,29.4,0,60456,0,0
1/2/2008 3:10,44,9.3,11.5,23.9,77,29.4,0,60456,0,0
1/2/2008 3:20,56,4.9,6.1,23.8,76,29.4,0,60456,0,0
1/2/2008 3:30,54,5,6.9,23.2,73,29.4,0,60456,0,0
1/2/2008 3:40,36,13.7,14.3,23.2,74,29.4,0,60456,0,0
1/2/2008 3:50,57,5.4,7.1,23,75,29.4,0,60456,0,0
1/2/2008 4:00,7,3.5,4,22.9,72,29.5,0,60456,0,0
1/2/2008 4:10,14,12.1,13.6,22.9,72,29.5,0,60456,0,0
1/2/2008 4:20,18,15.8,16.6,22.5,72,29.5,0,60456,0,0
1/2/2008 4:30,54,7.4,8.7,22.5,73,29.5,0,60456,0,0
1/2/2008 4:40,15,15.4,16.2,22.3,70,29.5,0,60456,0,0
1/2/2008 4:50,73,4.8,8.9,22,70,29.5,0,60456,0,0
1/2/2008 5:00,11,14.8,16.1,21.8,71,29.5,0,60456,0,0
1/2/2008 5:10,41,6.5,8.6,21.6,72,29.5,0,60456,0,0
1/2/2008 5:20,10,15.2,17.2,21.8,73,29.5,0,60456,0,0
1/2/2008 5:30,10,17,17.8,21.6,71,29.5,0,60456,0,0
1/2/2008 5:40,19,16.2,16.7,21.8,66,29.5,0,60456,0,0
1/2/2008 5:50,15,12,14.7,21.2,67,29.5,0,60456,0,0
1/2/2008 6:00,56,6.1,8.7,21.6,73,29.5,0,60456,0,0
1/2/2008 6:10,10,15.5,17.1,21.8,65,29.5,0,60456,0,0
1/2/2008 6:20,18,8.8,10.5,21.8,65,29.5,0,60456,0,0
1/2/2008 6:30,13,12.8,13.4,21.4,62,29.5,0,60456,0,0
1/2/2008 6:40,6,23,24,21.6,67,29.5,0,60456,0,0
1/2/2008 6:50,10,18.4,19.7,21.2,68,29.6,0,60456,0,0
1/2/2008 7:00,16,19.2,20.8,21.2,67,29.6,0,60456,0,0
1/2/2008 7:10,15,15.3,15.6,21.1,66,29.6,0,60456,0,0
1/2/2008 7:20,51,7.8,9.7,20.7,62,29.6,0,60456,0,0
1/2/2008 7:30,10,17.3,17.7,20.9,70,29.6,0,60456,0,0
1/2/2008 7:40,16,17.5,18.2,20.7,64,29.6,0,60456,0,0
1/2/2008 7:50,22,14.6,15.8,20.5,66,29.6,0,60456,0,0
1/2/2008 8:00,11,15.7,16.7,20.7,64,29.6,0,60456,0,0
1/2/2008 8:10,14,17.4,18.5,20.7,69,29.6,0,60456,0,0
1/2/2008 8:20,9,17,17.8,20.5,63,29.6,0,60456,0,0
1/2/2008 8:30,12,13.4,14.8,20.5,68,29.6,0,60456,0,0
1/2/2008 8:40,354,18.1,18.6,20.3,67,29.6,0,60456,0,0
1/2/2008 8:50,14,16.5,17.4,20.7,65,29.6,0,60456,0,0
1/2/2008 9:00,9,16,16.8,20.5,66,29.6,0,60456,0,0
1/2/2008 9:10,8,14,14.5,20.3,66,29.6,0,60456,0,0
1/2/2008 9:20,11,15.6,18.6,20.7,75,29.6,0,60456,0,0
1/2/2008 9:30,12,15.7,16.3,20.5,66,29.6,0,60456,0,0
1/2/2008 9:40,14,19.5,20.1,20.9,68,29.6,0,60456,0,0
1/2/2008 9:50,1,21.6,22.4,20.9,69,29.6,0,60456,0,0
1/2/2008 10:00,355,18.4,19.2,20.9,71,29.6,0,60456,0,0
1/2/2008 10:10,15,16.2,18,20.3,68,29.6,0,60456,0,0
1/2/2008 10:20,18,13.1,14.2,20.5,65,29.6,0,60456,0,0
1/2/2008 10:30,14,14.2,14.9,20.7,68,29.6,0,60456,0,0
1/2/2008 10:40,358,17.7,18.4,21.1,67,29.6,0,60456,0,0
1/2/2008 10:50,10,18.9,19.1,20.9,64,29.7,0,60456,0,0
1/2/2008 11:00,358,16,16.6,20.9,70,29.7,0,60456,0,0
1/2/2008 11:10,1,16.3,17,20.5,67,29.7,0,60456,0,0
1/2/2008 11:20,14,19.2,20.2,20.9,71,29.7,0,60456,0,0
1/2/2008 11:30,2,16.3,17.5,20.7,65,29.7,0,60456,0,0
1/2/2008 11:40,3,14.6,15.5,20.7,63,29.7,0,60456,0,0
1/2/2008 11:50,9,19.7,20.7,20.9,56,29.7,0,60456,0,0
1/2/2008 12:00,16,10.8,12.1,21.1,55,29.7,0,60456,0,0
1/2/2008 12:10,17,16.4,17.3,21.4,52,29.7,0,60456,0,0
1/2/2008 12:20,12,16.4,17,21.2,53,29.7,0,60456,0,0
1/2/2008 12:30,350,13.2,14.2,21.1,62,29.7,0,60456,0,0
1/2/2008 12:40,3,17.7,18.2,21.1,55,29.7,0,60456,0,0
1/2/2008 12:50,338,21.9,22.7,20.9,59,29.7,0,60456,0,0
1/2/2008 13:00,346,17.1,18.7,21.1,55,29.7,0,60456,0,0
1/2/2008 13:10,7,14.3,15,20.9,53,29.7,0,60456,0,0
1/2/2008 13:20,345,14.2,14.9,20.9,53,29.7,0,60456,0,0
1/2/2008 13:30,342,17,19,20.7,58,29.7,0,60456,0,0
1/2/2008 13:40,353,17.8,18.4,20.9,55,29.7,0,60456,0,0
1/2/2008 13:50,347,13.6,14.9,21.1,57,29.7,0,60456,0,0
1/2/2008 14:00,350,16.1,16.6,21.1,56,29.7,0,60456,0,0
1/2/2008 14:10,350,13.3,14.2,21.1,52,29.8,0,60456,0,0
1/2/2008 14:20,341,15.9,16.7,21.2,56,29.8,0,60456,0,0
1/2/2008 14:30,5,13.8,15.1,21.2,58,29.8,0,60456,0,0
1/2/2008 14:40,352,15.5,16,21.2,53,29.8,0,60456,0,0
1/2/2008 14:50,355,17.6,19.1,21.6,59,29.8,0,60456,0,0
1/2/2008 15:00,347,15.3,16,21.2,58,29.8,0,60456,0,0
1/2/2008 15:10,0,17.8,18.3,21.2,57,29.8,0,60456,0,0
1/2/2008 15:20,346,13.9,15,21.1,59,29.8,0,60456,0,0
1/2/2008 15:30,353,11.3,11.9,20.9,58,29.8,0,60456,0,0
1/2/2008 15:40,338,13.8,14.4,21.2,58,29.8,0,60456,0,0
1/2/2008 15:50,349,14.8,15.4,21.2,64,29.8,0,60456,0,0
1/2/2008 16:00,352,12.9,14.2,21.1,63,29.8,0,60456,0,0
1/2/2008 16:10,335,12.8,13.5,21.1,63,29.8,0,60456,0,0
1/2/2008 16:20,342,10.7,11.2,21.4,65,29.8,0,60456,0,0
1/2/2008 16:30,328,15.8,16.7,21.4,67,29.8,0,60456,0,0
1/2/2008 16:40,355,15.3,17,21.2,67,29.8,0,60456,0,0
1/2/2008 16:50,350,18.4,18.8,21.2,68,29.8,0,60456,0,0
1/2/2008 17:00,342,19.2,20.1,21.1,69,29.8,0,60456,0,0
1/2/2008 17:10,17,16.7,18.6,21.1,65,29.8,0,60456,0,0
1/2/2008 17:20,358,17.5,18,21.2,65,29.8,0,60456,0,0
1/2/2008 17:30,6,15.3,17.4,21.8,69,29.8,0,60456,0,0
1/2/2008 17:40,355,16.8,18.3,22,69,29.8,0,60456,0,0
1/2/2008 17:50,359,19.3,20.4,22.3,69,29.8,0,60456,0,0
1/2/2008 18:00,6,18.5,19.2,22.3,73,29.8,0,60456,0,0
1/2/2008 18:10,356,23.3,24.8,22.5,73,29.8,0,60456,0,0
1/2/2008 18:20,353,19.6,21.7,22.5,72,29.9,0,60456,0,0
1/2/2008 18:30,354,24.5,25.4,23.4,71,29.9,0,60456,0,0
1/2/2008 18:40,358,24,25.7,23.4,72,29.9,0,60456,0,0
1/2/2008 18:50,4,18.6,20.7,23,68,29.9,0,60456,0,0
1/2/2008 19:00,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-,-Invalid-
1/2/2008 19:10,353,19.8,20.9,22.9,71,29.9,0,60456,0,0
1/2/2008 19:20,352,15.1,16,23,69,29.9,0,60456,0,0
1/2/2008 19:30,355,17.3,17.8,23,72,29.9,0,60456,0,0
1/2/2008 19:40,350,14.7,16.3,23.4,72,29.9,0,60456,0,0
1/2/2008 19:50,347,15.9,16.5,23.8,70,29.9,0,60456,0,0
1/2/2008 20:00,339,20.9,21.7,23.9,68,29.9,0,60456,0,0
1/2/2008 20:10,334,22.3,22.9,24.3,72,29.9,0,60456,0,0
1/2/2008 20:20,333,18.9,19.9,24.5,69,29.9,0,60456,0,0
1/2/2008 20:30,332,19.4,21.6,24.3,69,29.9,0,60456,0,0
1/2/2008 20:40,342,25.3,28,24.7,71,29.9,0,60456,0,0
1/2/2008 20:50,333,19.9,21.5,24.3,70,29.9,0,60456,0,0
1/2/2008 21:00,342,20,21.2,24.5,77,29.9,0,60456,0,0
1/2/2008 21:10,349,22.3,22.9,25.2,73,29.9,0,60456,0,0
1/2/2008 21:20,350,19.9,20.9,25,71,29.9,0,60456,0,0
1/2/2008 21:30,339,22.7,24,25.2,70,29.9,0,60456,0,0
1/2/2008 21:40,343,19.2,20.5,25,71,29.9,0,60456,0,0
1/2/2008 21:50,337,21,23,25.4,72,29.9,0,60456,0,0
1/2/2008 22:00,330,19.1,20.2,25.2,74,29.9,0,60456,0,0
1/2/2008 22:10,339,20,21.7,25.4,68,29.9,0,60456,0,0
1/2/2008 22:20,330,22.1,23.1,25.4,71,29.9,0,60456,0,0
1/2/2008 22:30,329,21.8,22.4,25.4,70,29.9,0,60456,0,0
1/2/2008 22:40,327,19.5,20.5,25.6,69,29.9,0,60456,0,0
1/2/2008 22:50,336,20.2,21,25.4,67,29.9,0,60456,0,0
1/2/2008 23:00,321,21.1,21.9,25.4,69,29.9,0,60456,0,0
1/2/2008 23:10,330,22.2,23.3,25.6,71,29.9,0,60456,0,0
1/2/2008 23:20,341,22.7,24.1,25.9,69,29.9,0,60456,0,0
1/2/2008 23:30,2,17.4,18.1,24.8,78,29.9,0,60456,0,0
1/2/2008 23:40,1,23.8,24.7,24.5,76,29.9,0,60456,0,0
1/2/2008 23:50,0,21.5,24.6,23.9,80,29.9,0,60456,0,0
1/3/2008 0:00,1,23.6,25.3,23.8,80,29.9,0,60466,0,0
1/3/2008 0:10,357,23,23.4,23.6,80,29.9,0,60466,0,0
1/3/2008 0:20,353,16,16.9,23,81,29.9,0,60466,0,0
1/3/2008 0:30,1,16.2,17.7,23.2,81,29.9,0,60466,0,0
1/3/2008 0:40,345,13.8,14.6,23.2,78,29.9,0,60466,0,0
1/3/2008 0:50,348,19,19.7,23,77,29.9,0,60466,0,0
1/3/2008 1:00,345,15.9,16.6,22.9,77,29.9,0,60466,0,0
1/3/2008 1:10,357,18.6,19.9,22.9,78,29.9,0,60466,0,0
1/3/2008 1:20,343,19.5,21.4,22.9,75,29.9,0,60466,0,0
1/3/2008 1:30,350,18.7,19.6,22.5,74,29.9,0,60466,0,0
1/3/2008 1:40,354,15.7,16.5,22.7,77,29.9,0,60466,0,0
1/3/2008 1:50,336,19.5,19.9,22.9,75,29.9,0,60466,0,0
1/3/2008 2:00,338,16.1,17.1,22.9,77,29.9,0,60466,0,0
1/3/2008 2:10,329,15,16.1,22.7,73,29.9,0,60466,0,0
1/3/2008 2:20,339,18.4,18.7,22.7,73,29.9,0,60466,0,0
1/3/2008 2:30,330,14.6,15.3,22.9,75,29.9,0,60466,0,0
1/3/2008 2:40,340,16.1,16.7,22.5,73,29.9,0,60466,0,0
1/3/2008 2:50,338,13.7,14.8,22.5,74,29.9,0,60466,0,0
1/3/2008 3:00,332,10.9,11.2,22.7,73,29.9,0,60466,0,0
1/3/2008 3:10,348,9.1,10.3,22.5,75,29.9,0,60466,0,0
1/3/2008 3:20,358,12.9,13.2,22.5,73,29.9,0,60466,0,0
1/3/2008 3:30,328,5.9,7.2,22.3,71,29.9,0,60466,0,0
1/3/2008 3:40,340,10.6,11.1,22.3,73,29.9,0,60466,0,0
1/3/2008 3:50,1,8.8,9.7,22.3,72,29.9,0,60466,0,0
1/3/2008 4:00,331,10.4,10.9,22.3,71,29.9,0,60466,0,0
1/3/2008 4:10,334,13.7,14.2,22.3,69,29.9,0,60466,0,0
1/3/2008 4:20,316,11.1,11.5,22.3,71,29.9,0,60466,0,0
1/3/2008 4:30,330,13,13.3,22.3,71,30,0,60466,0,0
1/3/2008 4:40,353,13.5,14.2,22.5,73,30,0,60466,0,0
1/3/2008 4:50,348,10.9,11.8,22.3,69,30,0,60466,0,0
1/3/2008 5:00,336,8.6,9.1,22.3,67,30,0,60466,0,0
1/3/2008 5:10,321,11.1,11.4,22.3,70,30,0,60466,0,0
1/3/2008 5:20,355,5.6,6.6,22.3,72,30,0,60466,0,0
1/3/2008 5:30,332,5.3,5.5,22.5,72,30,0,60466,0,0
1/3/2008 5:40,343,5.1,5.7,22.3,72,30,0,60466,0,0
1/3/2008 5:50,1,8.4,8.9,22.3,74,30,0,60466,0,0
1/3/2008 6:00,356,11,12.1,22.5,72,30,0,60466,0,0
1/3/2008 6:10,1,5.5,6.3,22.5,72,30,0,60466,0,0
1/3/2008 6:20,356,7.1,7.4,22.5,70,30,0,60466,0,0
1/3/2008 6:30,312,5.4,5.8,22.5,74,30,0,60466,0,0
1/3/2008 6:40,323,5.9,6.1,22.7,71,30,0,60466,0,0
1/3/2008 6:50,344,7,7.4,22.7,71,30,0,60466,0,0
1/3/2008 7:00,341,8.8,9.1,22.7,71,30,0,60466,0,0
1/3/2008 7:10,328,5.3,6.1,23,69,30,0,60466,0,0
1/3/2008 7:20,335,5.3,5.6,23,67,30,0,60466,0,0
1/3/2008 7:30,309,5.3,6.3,22.9,68,30,0,60466,0,0
1/3/2008 7:40,321,8.6,9.3,23.2,69,30,0,60466,0,0
1/3/2008 7:50,324,10.2,10.8,23.2,68,30,0,60466,0,0
1/3/2008 8:00,323,11,11.6,23.4,68,30,0,60466,0,0
1/3/2008 8:10,311,7.2,8.2,23.4,68,30,0,60466,0,0
1/3/2008 8:20,307,8,8.4,23.6,69,30,0,60466,0,0
1/3/2008 8:30,320,8,8.3,23.8,68,30,0,60466,0,0
1/3/2008 8:40,308,5.9,7,23.8,69,30,0,60466,0,0
1/3/2008 8:50,269,10.5,11.1,23.8,75,30,0,60466,0,0
1/3/2008 9:00,273,10.2,10.5,23,81,30,0,60466,0,0
1/3/2008 9:10,264,11.4,11.9,23,88,30,0,60466,0,0
1/3/2008 9:20,276,8.2,8.9,23,88,30,0,60466,0,0
1/3/2008 9:30,289,10.4,10.8,23.2,86,30,0,60466,0,0
